date,time,realp,reactivep,voltage,gt,sm1,sm2,sm3,realpkwh,reactivepkwh,sm1kwh,sm2kwh,sm3kwh,prediction
17/12/2006,5:52:00,1.92,0,245.71,8.6,0,0,0,0.032,0,0,0,0,0.0374
17/12/2006,5:53:00,0.254,0,246.97,1.2,0,0,0,0.0042,0,0,0,0,0.0374
17/12/2006,5:54:00,2.164,0.098,244.63,9.2,0,0,0,0.0361,0.0016,0,0,0,0.0374
17/12/2006,5:55:00,2.554,0.188,244.72,10.4,0,0,0,0.0426,0.0031,0,0,0,0.0374
17/12/2006,5:56:00,2.026,0.212,245.14,9,0,0,0,0.0338,0.0035,0,0,0,0.0374
17/12/2006,5:57:00,0.414,0.244,246.58,2,0,1,0,0.0069,0.0041,0,0.001,0,0.0374
17/12/2006,5:58:00,2.106,0.206,244.28,9.2,0,0,0,0.0351,0.0034,0,0,0,0.0374
17/12/2006,5:59:00,2.522,0.202,243.58,10.4,0,0,0,0.042,0.0034,0,0,0,0.0374
17/12/2006,6:00:00,2.076,0.206,244.36,9.2,0,0,0,0.0346,0.0034,0,0,0,0.0374
17/12/2006,6:01:00,0.402,0.238,245.77,1.8,0,0,0,0.0067,0.004,0,0,0,0.0374
17/12/2006,6:02:00,2.118,0.204,243.95,9.2,0,0,0,0.0353,0.0034,0,0,0,0.0374
17/12/2006,6:03:00,2.486,0.176,243.01,10.2,0,1,0,0.0414,0.0029,0,0.001,0,0.0374
17/12/2006,6:04:00,1.34,0.2,245.34,7,0,1,0,0.0223,0.0033,0,0.001,0,0.0374
17/12/2006,6:05:00,0.666,0.258,246,4,0,1,0,0.0111,0.0043,0,0.001,0,0.0374
17/12/2006,6:06:00,2.44,0.11,243.7,10,0,2,0,0.0407,0.0018,0,0.002,0,0.0374
17/12/2006,6:07:00,2.426,0.082,243.53,9.8,0,2,0,0.0404,0.0014,0,0.002,0,0.0374
17/12/2006,6:08:00,1.278,0.096,243.92,6.8,0,1,0,0.0213,0.0016,0,0.001,0,0.0374
17/12/2006,6:09:00,0.43,0.106,244.99,2.8,0,2,0,0.0072,0.0018,0,0.002,0,0.0374
17/12/2006,6:10:00,2.426,0.08,243.06,10,0,1,0,0.0404,0.0013,0,0.001,0,0.0404
17/12/2006,6:11:00,2.382,0.072,241.95,9.8,0,2,0,0.0397,0.0012,0,0.002,0,0.0397
17/12/2006,6:12:00,2.406,0.078,242.35,9.8,0,2,0,0.0401,0.0013,0,0.002,0,0.0401
17/12/2006,6:13:00,0.33,0.106,244.82,1.8,0,1,0,0.0055,0.0018,0,0.001,0,0.0055
17/12/2006,6:14:00,1.208,0.098,243.99,6.6,0,2,0,0.0201,0.0016,0,0.002,0,0.0201
17/12/2006,6:15:00,2.406,0.076,242.91,9.8,0,1,0,0.0401,0.0013,0,0.001,0,0.0401
17/12/2006,6:16:00,2.442,0.086,242.84,10,0,2,0,0.0407,0.0014,0,0.002,0,0.0407
17/12/2006,6:17:00,2.426,0.082,243.09,10,0,1,0,0.0404,0.0014,0,0.001,0,0.0404
17/12/2006,6:18:00,2.432,0.084,242.41,10,0,2,0,0.0405,0.0014,0,0.002,0,0.0405
17/12/2006,6:19:00,2.414,0.08,242.63,9.8,0,1,0,0.0402,0.0013,0,0.001,0,0.0402
17/12/2006,6:20:00,0.484,0.116,244.86,2.4,0,2,0,0.0081,0.0019,0,0.002,0,0.0081
17/12/2006,6:21:00,0.312,0.112,245.05,1.4,0,1,0,0.0052,0.0019,0,0.001,0,0.0052
17/12/2006,6:22:00,2.352,0.088,243.36,9.8,0,2,0,0.0392,0.0015,0,0.002,0,0.0392
17/12/2006,6:23:00,2.428,0.084,243.66,9.8,0,1,0,0.0405,0.0014,0,0.001,0,0.0405
17/12/2006,6:24:00,2.582,0.092,244.02,10.6,0,2,0,0.043,0.0015,0,0.002,0,0.043
17/12/2006,6:25:00,2.784,0.086,243.85,11.4,0,1,0,0.0464,0.0014,0,0.001,0,0.0464
17/12/2006,6:26:00,2.68,0.09,243.73,11,0,1,0,0.0447,0.0015,0,0.001,0,0.0447
17/12/2006,6:27:00,1.42,0.098,244.93,7,0,2,0,0.0237,0.0016,0,0.002,0,0.0237
17/12/2006,6:28:00,0.908,0.088,244.83,3.8,0,1,0,0.0151,0.0015,0,0.001,0,0.0151
17/12/2006,6:29:00,3.194,0.048,242.05,13.2,0,0,0,0.0532,0.0008,0,0,0,0.0532
17/12/2006,6:30:00,3.328,0.094,241.89,13.6,0,0,0,0.0555,0.0016,0,0,0,0.0555
17/12/2006,6:31:00,2.67,0.094,242.62,11.6,0,0,0,0.0445,0.0016,0,0,0,0.0445
17/12/2006,6:32:00,1.238,0.124,244.76,5,0,1,0,0.0206,0.0021,0,0.001,0,0.0206
17/12/2006,6:33:00,1.12,0.116,244.4,4.6,0,0,0,0.0187,0.0019,0,0,0,0.0187
17/12/2006,6:34:00,0.592,0.128,245.39,2.6,0,0,0,0.0099,0.0021,0,0,0,0.0099
17/12/2006,6:35:00,0.8,0.122,245.94,3.2,0,0,0,0.0133,0.002,0,0,0,0.0133
17/12/2006,6:36:00,0.82,0.126,245.84,3.4,0,0,0,0.0137,0.0021,0,0,0,0.0137
17/12/2006,6:37:00,0.796,0.116,244.5,3.2,0,0,0,0.0133,0.0019,0,0,0,0.0133
17/12/2006,6:38:00,0.798,0.116,244.02,3.2,0,1,0,0.0133,0.0019,0,0.001,0,0.0133
17/12/2006,6:39:00,0.694,0.12,244.13,2.8,0,0,0,0.0116,0.002,0,0,0,0.0116
17/12/2006,6:40:00,0.694,0.136,244.35,3,0,0,0,0.0116,0.0023,0,0,0,0.0116
17/12/2006,6:41:00,0.758,0.228,244.3,3.2,0,0,0,0.0126,0.0038,0,0,0,0.0126
17/12/2006,6:42:00,0.682,0.14,244.14,2.8,0,0,0,0.0114,0.0023,0,0,0,0.0114
17/12/2006,6:43:00,0.664,0.09,244.49,2.6,0,1,0,0.0111,0.0015,0,0.001,0,0.0111
17/12/2006,6:44:00,0.642,0.084,244.14,2.6,0,0,0,0.0107,0.0014,0,0,0,0.0107
17/12/2006,6:45:00,0.66,0.088,243.94,2.6,0,0,0,0.011,0.0015,0,0,0,0.011
17/12/2006,6:46:00,0.636,0.082,243.58,2.6,0,0,0,0.0106,0.0014,0,0,0,0.0106
17/12/2006,6:47:00,0.66,0.09,244.64,2.6,0,0,0,0.011,0.0015,0,0,0,0.011
17/12/2006,6:48:00,0.638,0.084,244.26,2.6,0,0,0,0.0106,0.0014,0,0,0,0.0106
17/12/2006,6:49:00,0.478,0.092,244.46,2,0,1,0,0.008,0.0015,0,0.001,0,0.008
17/12/2006,6:50:00,0.316,0,245.54,1.2,0,0,0,0.0053,0,0,0,0,0.0053
17/12/2006,6:51:00,0.33,0,246.01,1.4,0,0,0,0.0055,0,0,0,0,0.0055
17/12/2006,6:52:00,0.38,0,245.94,1.6,0,0,0,0.0063,0,0,0,0,0.0063
17/12/2006,6:53:00,0.522,0,245.22,2.2,0,0,0,0.0087,0,0,0,0,0.0087
17/12/2006,6:54:00,0.422,0,244.45,1.8,0,0,0,0.007,0,0,0,0,0.007
17/12/2006,6:55:00,0.262,0,243.96,1.2,0,1,0,0.0044,0,0,0.001,0,0.0044
17/12/2006,6:56:00,0.22,0,243.39,1,0,0,0,0.0037,0,0,0,0,0.0037
17/12/2006,6:57:00,0.246,0,244.35,1,0,0,0,0.0041,0,0,0,0,0.0041
17/12/2006,6:58:00,0.212,0,244.26,0.8,0,0,0,0.0035,0,0,0,0,0.0035
17/12/2006,6:59:00,0.242,0,244.62,1,0,0,0,0.004,0,0,0,0,0.004
17/12/2006,7:00:00,0.222,0,244.67,1,0,0,0,0.0037,0,0,0,0,0.0037
17/12/2006,7:01:00,0.24,0,244.23,1,0,1,0,0.004,0,0,0.001,0,0.004
17/12/2006,7:02:00,0.216,0,244.87,1,0,0,0,0.0036,0,0,0,0,0.0036
17/12/2006,7:03:00,0.228,0,243.64,1,0,0,0,0.0038,0,0,0,0,0.0038
17/12/2006,7:04:00,0.21,0,242.49,0.8,0,0,0,0.0035,0,0,0,0,0.0035
17/12/2006,7:05:00,0.276,0,242.25,1.4,0,0,0,0.0046,0,0,0,0,0.0046
17/12/2006,7:06:00,0.322,0.104,242.08,1.4,0,0,0,0.0054,0.0017,0,0,0,0.0054
17/12/2006,7:07:00,0.336,0.108,241.89,1.4,0,0,0,0.0056,0.0018,0,0,0,0.0056
17/12/2006,7:08:00,0.318,0.108,242.08,1.4,0,0,0,0.0053,0.0018,0,0,0,0.0053
17/12/2006,7:09:00,0.314,0.11,242.57,1.4,0,1,0,0.0052,0.0018,0,0.001,0,0.0052
17/12/2006,7:10:00,0.328,0.114,243.04,1.4,0,0,0,0.0055,0.0019,0,0,0,0.0055
17/12/2006,7:11:00,0.308,0.108,242.59,1.4,0,0,0,0.0051,0.0018,0,0,0,0.0051
17/12/2006,7:12:00,0.326,0.112,242.55,1.4,0,0,0,0.0054,0.0019,0,0,0,0.0054
17/12/2006,7:13:00,0.304,0.108,242.8,1.4,0,0,0,0.0051,0.0018,0,0,0,0.0051
17/12/2006,7:14:00,2.206,0.086,240.97,9.4,0,1,0,0.0368,0.0014,0,0.001,0,0.0368
17/12/2006,7:15:00,2.338,0.072,239.16,9.6,0,0,0,0.039,0.0012,0,0,0,0.039
17/12/2006,7:16:00,2.362,0.076,239.21,9.8,0,0,0,0.0394,0.0013,0,0,0,0.0394
17/12/2006,7:17:00,2.356,0.074,239.79,9.8,0,0,0,0.0393,0.0012,0,0,0,0.0393
17/12/2006,7:18:00,2.324,0,239.78,9.6,0,0,0,0.0387,0,0,0,0,0.0387
17/12/2006,7:19:00,2.264,0.056,239.92,9.4,0,0,0,0.0377,0.0009,0,0,0,0.0377
17/12/2006,7:20:00,2.28,0.052,240.03,9.4,0,1,0,0.038,0.0009,0,0.001,0,0.038
17/12/2006,7:21:00,2.258,0.056,239.9,9.4,0,0,0,0.0376,0.0009,0,0,0,0.0376
17/12/2006,7:22:00,2.306,0.048,241.23,9.4,0,0,0,0.0384,0.0008,0,0,0,0.0384
17/12/2006,7:23:00,2.288,0.054,241.35,9.4,0,0,0,0.0381,0.0009,0,0,0,0.0381
17/12/2006,7:24:00,2.3,0.048,241.01,9.4,0,0,0,0.0383,0.0008,0,0,0,0.0383
17/12/2006,7:25:00,2.346,0,241.57,9.6,0,0,0,0.0391,0,0,0,0,0.0391
17/12/2006,7:26:00,2.378,0.054,241.27,9.8,0,1,0,0.0396,0.0009,0,0.001,0,0.0396
17/12/2006,7:27:00,2.346,0.048,240.92,9.6,0,0,0,0.0391,0.0008,0,0,0,0.0391
17/12/2006,7:28:00,2.35,0.05,240.04,9.8,0,0,0,0.0392,0.0008,0,0,0,0.0392
17/12/2006,7:29:00,2.326,0,239.39,9.6,0,0,0,0.0388,0,0,0,0,0.0388
17/12/2006,7:30:00,2.336,0.048,238.93,9.6,0,0,0,0.0389,0.0008,0,0,0,0.0389
17/12/2006,7:31:00,2.326,0,239.46,9.6,0,0,0,0.0388,0,0,0,0,0.0388
17/12/2006,7:32:00,0.504,0.08,242.27,3.2,0,1,0,0.0084,0.0013,0,0.001,0,0.0084
17/12/2006,7:33:00,0.268,0.076,242.22,1.2,0,0,0,0.0045,0.0013,0,0,0,0.0045
17/12/2006,7:34:00,1.734,0,242.55,8,0,0,0,0.0289,0,0,0,0,0.0289
17/12/2006,7:35:00,2.318,0.05,242.88,9.4,0,0,0,0.0386,0.0008,0,0,0,0.0386
17/12/2006,7:36:00,2.322,0.046,242.18,9.6,0,0,0,0.0387,0.0008,0,0,0,0.0387
17/12/2006,7:37:00,2.302,0.052,242.16,9.4,0,0,0,0.0384,0.0009,0,0,0,0.0384
17/12/2006,7:38:00,2.318,0.046,241.97,9.4,0,1,0,0.0386,0.0008,0,0.001,0,0.0386
17/12/2006,7:39:00,2.302,0.05,241.71,9.4,0,0,0,0.0384,0.0008,0,0,0,0.0384
17/12/2006,7:40:00,2.29,0.052,241.53,9.4,0,0,0,0.0382,0.0009,0,0,0,0.0382
17/12/2006,7:41:00,2.376,0,241.3,9.8,0,0,0,0.0396,0,0,0,0,0.0396
17/12/2006,7:42:00,0.368,0.114,244.31,2,0,0,0,0.0061,0.0019,0,0,0,0.0061
17/12/2006,7:43:00,0.332,0.124,244.83,1.4,0,0,0,0.0055,0.0021,0,0,0,0.0055
17/12/2006,7:44:00,1.734,0.096,243.37,8.2,0,0,0,0.0289,0.0016,0,0,0,0.0289
17/12/2006,7:45:00,2.416,0.088,242.04,10,0,1,0,0.0403,0.0015,0,0.001,0,0.0403
17/12/2006,7:46:00,2.4,0.084,242.24,9.8,0,0,0,0.04,0.0014,0,0,0,0.04
17/12/2006,7:47:00,2.418,0.088,242.1,10,0,0,0,0.0403,0.0015,0,0,0,0.0403
17/12/2006,7:48:00,2.388,0.082,241.56,9.8,0,0,0,0.0398,0.0014,0,0,0,0.0398
17/12/2006,7:49:00,2.406,0.086,241.57,9.8,0,0,0,0.0401,0.0014,0,0,0,0.0401
17/12/2006,7:50:00,2.378,0.08,241.33,9.8,0,0,0,0.0396,0.0013,0,0,0,0.0396
17/12/2006,7:51:00,1.164,0.108,243.28,6.4,0,1,0,0.0194,0.0018,0,0.001,0,0.0194
17/12/2006,7:52:00,0.3,0.118,244.95,1.2,0,0,0,0.005,0.002,0,0,0,0.005
17/12/2006,7:53:00,0.7,0.12,244.83,4.4,0,0,0,0.0117,0.002,0,0,0,0.0117
17/12/2006,7:54:00,2.376,0,242.85,9.8,0,0,0,0.0396,0,0,0,0,0.0396
17/12/2006,7:55:00,2.32,0.046,242.06,9.6,0,0,0,0.0387,0.0008,0,0,0,0.0387
17/12/2006,7:56:00,2.278,0.054,241.04,9.4,0,0,0,0.038,0.0009,0,0,0,0.038
17/12/2006,7:57:00,2.28,0.05,240.31,9.4,0,1,0,0.038,0.0008,0,0.001,0,0.038
17/12/2006,7:58:00,2.278,0.054,240.95,9.4,0,0,0,0.038,0.0009,0,0,0,0.038
17/12/2006,7:59:00,2.294,0.05,240.67,9.4,0,0,0,0.0382,0.0008,0,0,0,0.0382
17/12/2006,8:00:00,2.28,0.056,240.9,9.4,0,0,0,0.038,0.0009,0,0,0,0.038
17/12/2006,8:01:00,2.3,0.05,240.97,9.4,0,0,0,0.0383,0.0008,0,0,0,0.0383
17/12/2006,8:02:00,0.21,0,243.21,1.2,0,0,0,0.0035,0,0,0,0,0.0035
17/12/2006,8:03:00,0.216,0,243.6,1,0,1,0,0.0036,0,0,0.001,0,0.0036
17/12/2006,8:04:00,2.256,0.052,241.99,9.4,0,0,0,0.0376,0.0009,0,0,0,0.0376
17/12/2006,8:05:00,2.312,0.048,241.62,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0385
17/12/2006,8:06:00,2.288,0.052,241.37,9.4,0,0,0,0.0381,0.0009,0,0,0,0.0381
17/12/2006,8:07:00,2.308,0.048,241.44,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0385
17/12/2006,8:08:00,2.272,0.054,240.62,9.4,0,0,0,0.0379,0.0009,0,0,0,0.0379
17/12/2006,8:09:00,2.354,0,241.27,9.6,0,1,0,0.0392,0,0,0.001,0,0.0392
17/12/2006,8:10:00,0.616,0.084,243.88,4,0,0,0,0.0103,0.0014,0,0,0,0.0103
17/12/2006,8:11:00,0.282,0.082,243.68,1.2,0,0,0,0.0047,0.0014,0,0,0,0.0047
17/12/2006,8:12:00,1.78,0.06,241.11,8.4,0,0,0,0.0297,0.001,0,0,0,0.0297
17/12/2006,8:13:00,2.348,0.048,240.67,9.6,0,0,0,0.0391,0.0008,0,0,0,0.0391
17/12/2006,8:14:00,2.368,0.054,241.1,9.8,0,1,0,0.0395,0.0009,0,0.001,0,0.0395
17/12/2006,8:15:00,2.362,0.052,241.84,9.6,0,0,0,0.0394,0.0009,0,0,0,0.0394
17/12/2006,8:16:00,2.378,0.056,241.48,9.8,0,0,0,0.0396,0.0009,0,0,0,0.0396
17/12/2006,8:17:00,2.43,0.134,240.97,10,0,0,0,0.0405,0.0022,0,0,0,0.0405
17/12/2006,8:18:00,2.512,0.256,239.37,10.4,0,2,0,0.0419,0.0043,0,0.002,0,0.0419
17/12/2006,8:19:00,0.616,0.226,241.48,3.8,0,1,0,0.0103,0.0038,0,0.001,0,0.0103
17/12/2006,8:20:00,0.398,0.234,241.86,1.8,0,2,0,0.0066,0.0039,0,0.002,0,0.0066
17/12/2006,8:21:00,1.528,0.212,241.11,7.6,0,1,0,0.0255,0.0035,0,0.001,0,0.0255
17/12/2006,8:22:00,2.484,0.208,241.06,10.2,0,2,0,0.0414,0.0035,0,0.002,0,0.0414
17/12/2006,8:23:00,2.462,0.202,241.06,10.2,0,1,0,0.041,0.0034,0,0.001,0,0.041
17/12/2006,8:24:00,2.502,0.214,242.36,10.2,0,2,0,0.0417,0.0036,0,0.002,0,0.0417
17/12/2006,8:25:00,2.484,0.21,242.66,10.2,0,1,0,0.0414,0.0035,0,0.001,0,0.0414
17/12/2006,8:26:00,2.486,0.212,242.06,10.2,0,2,0,0.0414,0.0035,0,0.002,0,0.0414
17/12/2006,8:27:00,2.04,0.214,242.4,9,0,2,0,0.034,0.0036,0,0.002,0,0.034
17/12/2006,8:28:00,0.402,0.246,244.02,2,0,1,0,0.0067,0.0041,0,0.001,0,0.0067
17/12/2006,8:29:00,0.38,0.24,243.78,1.8,0,2,0,0.0063,0.004,0,0.002,0,0.0063
17/12/2006,8:30:00,1.876,0.196,241.39,8.6,0,1,0,0.0313,0.0033,0,0.001,0,0.0313
17/12/2006,8:31:00,2.36,0.068,241.03,9.8,0,2,0,0.0393,0.0011,0,0.002,0,0.0393
17/12/2006,8:32:00,2.364,0.07,240.69,9.8,0,1,0,0.0394,0.0012,0,0.001,0,0.0394
17/12/2006,8:33:00,2.336,0.064,240.11,9.6,0,2,0,0.0389,0.0011,0,0.002,0,0.0389
17/12/2006,8:34:00,2.352,0.068,239.68,9.8,0,1,0,0.0392,0.0011,0,0.001,0,0.0392
17/12/2006,8:35:00,2.34,0.064,240.17,9.6,0,2,0,0.039,0.0011,0,0.002,0,0.039
17/12/2006,8:36:00,2.36,0.07,240.34,9.8,0,1,0,0.0393,0.0012,0,0.001,0,0.0393
17/12/2006,8:37:00,0.914,0.088,242.65,5.4,0,1,0,0.0152,0.0015,0,0.001,0,0.0152
17/12/2006,8:38:00,0.29,0.104,243.51,1.2,0,2,0,0.0048,0.0017,0,0.002,0,0.0048
17/12/2006,8:39:00,1.058,0.09,243.08,6,0,1,0,0.0176,0.0015,0,0.001,0,0.0176
17/12/2006,8:40:00,2.374,0.07,241.42,9.8,0,2,0,0.0396,0.0012,0,0.002,0,0.0396
17/12/2006,8:41:00,2.388,0.076,241.94,9.8,0,1,0,0.0398,0.0013,0,0.001,0,0.0398
17/12/2006,8:42:00,2.358,0,242.68,9.6,0,1,0,0.0393,0,0,0.001,0,0.0393
17/12/2006,8:43:00,2.294,0.05,241.02,9.4,0,1,0,0.0382,0.0008,0,0.001,0,0.0382
17/12/2006,8:44:00,2.278,0.054,241.32,9.4,0,0,0,0.038,0.0009,0,0,0,0.038
17/12/2006,8:45:00,2.28,0.05,240.08,9.4,0,0,0,0.038,0.0008,0,0,0,0.038
17/12/2006,8:46:00,0.268,0,241.7,1.8,0,0,0,0.0045,0,0,0,0,0.0045
17/12/2006,8:47:00,0.222,0,242.47,1,0,0,0,0.0037,0,0,0,0,0.0037
17/12/2006,8:48:00,1.622,0.046,241.27,7.8,0,0,0,0.027,0.0008,0,0,0,0.027
17/12/2006,8:49:00,2.296,0.048,241.03,9.4,0,1,0,0.0383,0.0008,0,0.001,0,0.027
17/12/2006,8:50:00,2.278,0.054,241.14,9.4,0,0,0,0.038,0.0009,0,0,0,0.027
17/12/2006,8:51:00,2.296,0.05,240.7,9.4,0,0,0,0.0383,0.0008,0,0,0,0.027
17/12/2006,8:52:00,2.26,0.056,239.73,9.4,0,0,0,0.0377,0.0009,0,0,0,0.027
17/12/2006,8:53:00,2.94,0.218,238.57,12.4,0,0,0,0.049,0.0036,0,0,0,0.027
17/12/2006,8:54:00,2.792,0.17,238.51,11.6,0,0,0,0.0465,0.0028,0,0,0,0.027
17/12/2006,8:55:00,1.158,0.248,239.96,6,0,1,0,0.0193,0.0041,0,0.001,0,0.027
17/12/2006,8:56:00,0.932,0.398,240.25,4.2,0,0,0,0.0155,0.0066,0,0,0,0.027
17/12/2006,8:57:00,2.514,0.368,239.1,11.2,0,0,0,0.0419,0.0061,0,0,0,0.027
17/12/2006,8:58:00,2.984,0.334,239.27,12.4,0,1,0,0.0497,0.0056,0,0.001,0,0.027
17/12/2006,8:59:00,2.996,0.338,238.94,12.6,0,1,0,0.0499,0.0056,0,0.001,0,0.027
17/12/2006,9:00:00,2.94,0.31,239.09,12.2,0,1,0,0.049,0.0052,0,0.001,0,0.027
17/12/2006,9:01:00,3.278,0.158,239.63,14.2,0,7,0,0.0546,0.0026,0,0.007,0,0.027
17/12/2006,9:02:00,5.908,0.134,237.9,25.4,0,38,0,0.0985,0.0022,0,0.038,0,0.027
17/12/2006,9:03:00,7.064,0.124,235.57,30,0,37,0,0.1177,0.0021,0,0.037,0,0.027
17/12/2006,9:04:00,6.926,0.118,235.35,29.4,0,37,0,0.1154,0.002,0,0.037,0,0.027
17/12/2006,9:05:00,6.58,0.056,235.15,28.2,0,38,0,0.1097,0.0009,0,0.038,0,0.027
17/12/2006,9:06:00,6.05,0,235.22,26.2,0,37,0,0.1008,0,0,0.037,0,0.027
17/12/2006,9:07:00,6.104,0.05,235.32,25.8,0,37,0,0.1017,0.0008,0,0.037,0,0.027
17/12/2006,9:08:00,4.762,0.088,237.44,20,0,38,0,0.0794,0.0015,0,0.038,0,0.027
17/12/2006,9:09:00,4.506,0.088,237.25,19,0,38,0,0.0751,0.0015,0,0.038,0,0.027
17/12/2006,9:10:00,4.472,0.088,236.34,18.8,0,37,0,0.0745,0.0015,0,0.037,0,0.027
17/12/2006,9:11:00,3.708,0.084,236.82,16.2,0,27,0,0.0618,0.0014,0,0.027,0,0.027
17/12/2006,9:12:00,0.724,0.054,240.88,4.6,0,2,0,0.0121,0.0009,0,0.002,0,0.0121
17/12/2006,9:13:00,1.892,0.066,239.37,9,0,26,0,0.0315,0.0011,0,0.026,0,0.0315
17/12/2006,9:14:00,2.012,0,239.17,9,0,2,0,0.0335,0,0,0.002,0,0.0335
17/12/2006,9:15:00,2.372,0,238.36,9.8,0,1,0,0.0395,0,0,0.001,0,0.0395
17/12/2006,9:16:00,2.386,0,238.96,10,0,0,0,0.0398,0,0,0,0,0.0398
17/12/2006,9:17:00,2.4,0.064,238.59,10,0,1,0,0.04,0.0011,0,0.001,0,0.04
17/12/2006,9:18:00,2.424,0.068,238.48,10,0,2,0,0.0404,0.0011,0,0.002,0,0.0404
17/12/2006,9:19:00,1.066,0.05,240,6,0,1,0,0.0178,0.0008,0,0.001,0,0.0178
17/12/2006,9:20:00,0.38,0,240.77,1.6,0,2,0,0.0063,0,0,0.002,0,0.0063
17/12/2006,9:21:00,1.632,0,239.72,7.8,0,1,0,0.0272,0,0,0.001,0,0.0272
17/12/2006,9:22:00,2.41,0,239.47,10,0,1,0,0.0402,0,0,0.001,0,0.0402
17/12/2006,9:23:00,2.38,0.062,239.45,9.8,0,0,0,0.0397,0.001,0,0,0,0.0397
17/12/2006,9:24:00,2.402,0.06,239.23,10,0,1,0,0.04,0.001,0,0.001,0,0.04
17/12/2006,9:25:00,2.438,0.066,239.37,10.2,0,1,0,0.0406,0.0011,0,0.001,0,0.0406
17/12/2006,9:26:00,2.432,0.066,239.18,10,0,1,0,0.0405,0.0011,0,0.001,0,0.0405
17/12/2006,9:27:00,1.64,0.054,239.87,8,0,2,0,0.0273,0.0009,0,0.002,0,0.0273
17/12/2006,9:28:00,0.424,0,240.71,1.8,0,2,0,0.0071,0,0,0.002,0,0.0071
17/12/2006,9:29:00,1.41,0.124,239.52,7.2,0,5,0,0.0235,0.0021,0,0.005,0,0.0235
17/12/2006,9:30:00,2.722,0.136,237.51,11.4,0,5,0,0.0454,0.0023,0,0.005,0,0.0454
17/12/2006,9:31:00,2.712,0.136,237.44,11.4,0,5,0,0.0452,0.0023,0,0.005,0,0.0452
17/12/2006,9:32:00,2.706,0.134,237.39,11.4,0,5,0,0.0451,0.0022,0,0.005,0,0.0451
17/12/2006,9:33:00,2.488,0.112,237.7,10.4,0,1,0,0.0415,0.0019,0,0.001,0,0.0415
17/12/2006,9:34:00,2.424,0.072,238.73,10,0,0,0,0.0404,0.0012,0,0,0,0.0404
17/12/2006,9:35:00,1.258,0.184,239.79,6.8,0,0,0,0.021,0.0031,0,0,0,0.021
17/12/2006,9:36:00,0.37,0.206,240.85,1.8,0,0,0,0.0062,0.0034,0,0,0,0.0062
17/12/2006,9:37:00,0.786,0.202,240.73,4.8,0,0,0,0.0131,0.0034,0,0,0,0.0131
17/12/2006,9:38:00,2.474,0.176,238.59,10.4,0,0,0,0.0412,0.0029,0,0,0,0.0412
17/12/2006,9:39:00,2.474,0.176,238.58,10.4,0,0,0,0.0412,0.0029,0,0,0,0.0412
17/12/2006,9:40:00,2.488,0.178,239.21,10.4,0,0,0,0.0415,0.003,0,0,0,0.0415
17/12/2006,9:41:00,2.486,0.178,239.29,10.4,0,0,0,0.0414,0.003,0,0,0,0.0414
17/12/2006,9:42:00,2.444,0.13,238.64,10.2,0,0,0,0.0407,0.0022,0,0,0,0.0407
17/12/2006,9:43:00,2.272,0.048,239.04,9.6,0,0,0,0.0379,0.0008,0,0,0,0.0379
17/12/2006,9:44:00,0.338,0.076,241.21,1.4,0,0,0,0.0056,0.0013,0,0,0,0.0056
17/12/2006,9:45:00,0.29,0,241.1,1.4,0,0,0,0.0048,0,0,0,0,0.0048
17/12/2006,9:46:00,1.466,0,240.92,7.4,0,0,0,0.0244,0,0,0,0,0.0244
17/12/2006,9:47:00,2.324,0.05,239.84,9.6,0,0,0,0.0387,0.0008,0,0,0,0.0387
17/12/2006,9:48:00,2.32,0.052,239.14,9.6,0,0,0,0.0387,0.0009,0,0,0,0.0387
17/12/2006,9:49:00,2.308,0.052,238.59,9.6,0,0,0,0.0385,0.0009,0,0,0,0.0385
17/12/2006,9:50:00,2.314,0.054,238.76,9.6,0,0,0,0.0386,0.0009,0,0,0,0.0386
17/12/2006,9:51:00,2.312,0.052,239.03,9.6,0,0,0,0.0385,0.0009,0,0,0,0.0385
17/12/2006,9:52:00,2.306,0.052,239.26,9.6,0,0,0,0.0384,0.0009,0,0,0,0.0384
17/12/2006,9:53:00,0.444,0,241.82,3,0,0,0,0.0074,0,0,0,0,0.0074
17/12/2006,9:54:00,0.268,0,242.48,1.2,0,0,0,0.0045,0,0,0,0,0.0045
17/12/2006,9:55:00,1.846,0.046,240.12,8.4,0,0,0,0.0308,0.0008,0,0,0,0.0308
17/12/2006,9:56:00,2.308,0.054,238.67,9.6,0,0,0,0.0385,0.0009,0,0,0,0.0385
17/12/2006,9:57:00,2.29,0.056,238.04,9.6,0,0,0,0.0382,0.0009,0,0,0,0.0382
17/12/2006,9:58:00,2.288,0.056,238.09,9.6,0,0,0,0.0381,0.0009,0,0,0,0.0381
17/12/2006,9:59:00,2.296,0.054,238.13,9.6,0,0,0,0.0383,0.0009,0,0,0,0.0383
17/12/2006,10:00:00,2.292,0.054,238.03,9.6,0,0,0,0.0382,0.0009,0,0,0,0.0382
17/12/2006,10:01:00,0.37,0,240.26,2.4,0,0,0,0.0062,0,0,0,0,0.0062
17/12/2006,10:02:00,0.472,0,240.15,2.4,0,0,0,0.0079,0,0,0,0,0.0079
17/12/2006,10:03:00,3.054,0.06,237.55,13.4,0,0,18,0.0509,0.001,0,0,0.018,0.0509
